"","id_sampl","FID","strata_id","psu_id","population","ADM3_FR","ADM3_PCODE","ADM3_REF","ADM3ALT1FR","ADM3ALT2FR","ADM2_FR","ADM2_PCODE","ADM1_FR","ADM1_PCODE","SumDist","proba","survey_buffer","POINT_X","POINT_Y","NEAR_FID","NEAR_DIST","NEAR_X","NEAR_Y","NEAR_featureNam","NEAR_pcode","Exclude","Include","Check Exclure","Visité (Oui/NON)","Jour visité","enquêtes faites","manque Enquètes?","Equipe","Responsable","Date enquête"
"624","id_50374",50373,"BF5402","PU-217",72.0208245357,"Yako","BF540210",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.000241537900398055,4,-2.29864390354,12.8687139381,"6819","2.45539267245E-3","-2.2999999999999998","12.866667","Thieo","BF5402100019",NA,NA,NA,"oui",2020-08-04,4,0,3,"Robin",2020-08-02
"625","id_53174",53173,"BF5402","PN-198",564.16312553,"Yako","BF540210",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.0018920468864526,4,-2.34656322341,13.0228543764,"7348","1.08238096553E-2","-2.355426","13.016641","Tibe","BF5402100058",NA,NA,NA,"oui",2020-08-06,4,0,3,"Robin",2020-08-04
"626","id_50188",NA,"BF4902","YP-219",100.809456139,"Boala","BF490201",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.000401846793094669,4,-0.730997565485,12.8568569813,"6839","1.00841817695E-2","-0.73333300000000001","12.866667","Tiben","BF4902010001",NA,NA,NA,"oui",2020-07-30,4,0,2,"Robin",NA
"627","id_53059",53058,"BF5402","QO-199",130.896383527,"Gomponsom","BF540205",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.0004389902205457,4,-2.16173155951,13.0109974201,"7322","1.04505991209E-2","-2.1720860000000002","13.0095829999999","Tienkouagalaga","BF5402050007",NA,NA,NA,"oui",2020-08-09,4,0,3,"Robin",2020-07-31
"628","id_54129",54128,"BF4903","WL-190",1389.30198858,"Kaya","BF490304",NA,"NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,0.00317131193883793,4,-1.1143521285,13.0860914791,"7568","4.7405947207899996E-3","-1.118512","13.083818000000001","Tiouega","BF4903040014",NA,NA,NA,"oui",2020-07-14,4,0,2,"Robin",2020-07-14
"629","id_54268",NA,"BF4903","WM-189",2736.290211,"Kaya","BF490304",NA,"NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,0.00624603569677391,4,-1.10750651157,13.0900437981,"7568","1.26444192209E-2","-1.118512","13.083818000000001","Tiouega","BF4903040014",NA,NA,NA,"oui",2020-08-05,4,0,2,"Robin",NA
"630","id_47612",47611,"BF5402","PJ-235",263.359547323,"Samba","BF540209",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.000883234988217166,4,-2.37394569249,12.7303827759,"6321","9.8399880218800004E-3","-2.3833329999999999","12.733333","Toesse","BF5402090021",NA,NA,NA,"oui",2020-08-03,4,0,3,"Robin",2020-08-01
"631","id_54942",NA,"BF4901","UB-184",643.41049952,"SabsÃ©","BF490107","Sabse","NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.00303080187175702,4,-1.53878039445,13.133519307,"7705","1.33515326684E-2","-1.5303230000000001","13.123188000000001","Togoma","BF4903060065",NA,NA,NA,"oui",2020-07-27,4,0,2,"Robin",NA
"632","id_51826",51825,"BF4902","AAB-207",60.3319011939,"Zéguédéguen","BF490208","Zeguedeguen","NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.000240495107747078,4,-0.470864112139,12.9517126359,"7126","1.2585955915899999E-2","-0.48333300000000001","12.9499999999999","Tokoumi","BF4902080014",NA,NA,NA,"oui",2020-07-30,4,0,2,"Robin",2020-08-01
"633","id_45382",45381,"BF55","YM-249",347.313149107,"Kogho","BF550102",NA,"NA","NA","Ganzourgou","BF5501","Plateau-Central","BF55",599312.425317534,0.000579519353237142,4,-0.75153441713,12.615765527,"5877","1.7796318647900001E-3","-0.75","12.616667","Tolingue","BF4903110012",NA,NA,NA,"oui",2020-07-25,4,0,8,"Robin",2020-07-25
"634","id_22963",22962,"BF48","ZJ-353",929.342418652,"Garango","BF480107",NA,"NA","NA","Boulgou","BF4801","Centre-Est","BF48",868756.828704596,0.00106973826040337,4,-0.594085221706,11.7976355078,"2874","2.27052314331E-2","-0.61666699999999997","11.8","Tolla","BF4801080001",NA,NA,NA,"oui",2020-07-16,4,0,8,"Robin",2020-07-17
"635","id_23201",23200,"BF48","ZD-352",525.083925971,"Garango","BF480107",NA,"NA","NA","Boulgou","BF4801","Centre-Est","BF48",868756.828704596,0.000604408401317493,4,-0.635158924894,11.8055401457,"2874","1.9304002182199999E-2","-0.61666699999999997","11.8","Tolla","BF4801080001",NA,NA,NA,"oui",2020-07-17,4,0,8,"Robin",2020-07-17
"636","id_55937",55936,"BF5404","QV-175",1378.80528484,"Tougo","BF540405",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.00806979175601092,4,-2.11381223919,13.204661047,"7962","7.3408462298400002E-3","-2.1203690000000002","13.2013599999999","Tougo","BF5404050015",NA,NA,NA,"oui",2020-07-24,4,0,3,"Robin",2020-07-22
"637","id_57648",57647,"BF4902","ZU-160",1562.80338355,"Tougouri","BF490206",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.00622964900287869,4,-0.518783432509,13.319278296,"8338","4.7075370457399998E-3","-0.52249999999999996","13.3163889999999","Tougouri","BF4902060058",NA,NA,NA,"oui",2020-08-06,4,0,2,"Robin",2020-08-03
"638","id_57527",NA,"BF4902","ZS-161",1985.67959322,"Tougouri","BF490206",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.00791531873308347,4,-0.532474666822,13.3113736581,"8338","1.11645704312E-2","-0.52249999999999996","13.316388999999999","Tougouri","BF4902060058",NA,NA,NA,"oui",2020-08-10,4,0,2,"Robin",NA
"639","id_57528",NA,"BF4902","ZT-161",4633.25238418,"Tougouri","BF490206",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.0184690770438614,4,-0.525629049691,13.315325977,"8338","3.3046890686500002E-3","-0.52249999999999996","13.316388999999999","Tougouri","BF4902060058",NA,NA,NA,"oui",2020-08-10,4,0,2,"Robin",NA
"640","id_57468",57467,"BF5404","QL-161",78.8969773789,"Bassi","BF540401",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.000461763662082503,4,-2.18226841121,13.315325977,"8330","1.94640817154E-3","-2.1807430000000001","13.314117","Tougouya","BF5404010007",NA,NA,NA,"oui",2020-07-24,4,0,3,"Robin",2020-07-22
"641","id_56057",56056,"BF5403","RK-174",294.120457641,"Kalsaka","BF540303",NA,"NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.000612597171441917,4,-2.01112798112,13.208613366,"8004","1.3886114278199999E-2","-1.998883","13.2151619999999","Touma","BF5403030035",NA,NA,NA,"oui",2020-07-17,4,0,3,"Robin",2020-07-17
"642","id_52132",52131,"BF4902","YI-205",75.917254727,"Boala","BF490201",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.000302621465495574,4,-0.778916886255,12.9635695924,"7118","1.42701050276E-2","-0.78333299999999995","12.9499999999999","Toure","BF4902010011",NA,NA,NA,"oui",2020-07-19,4,0,2,"Robin",2020-07-30
"643","id_58934",58933,"BF4901","SK-144",653.097229253,"Tikaré","BF490108","Tikare","NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.00307643146379489,4,-1.8331419342,13.4457525022,"8725","4.4159095858899997E-3","-1.8364400000000001","13.448689","Vato","BF4901080039",NA,NA,NA,"oui",2020-07-17,4,0,2,"Robin",NA
"644","id_61366",61365,"BF5403","PL-95",362.166283346,"Barga","BF540301",NA,"NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.000754323730313903,4,-2.36025445773,13.8370320759,"9493","6.5209583397799996E-3","-2.3573390000000001","13.842865","Watinoma","BF5403050011",NA,NA,NA,"oui",2020-07-20,4,0,3,"Robin",2020-07-23
"645","id_51747",51746,"BF5402","QB-207",240.069415119,"Yako","BF540210",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.000805126334660182,4,-2.25072458322,12.9517126359,"7154","2.1858491655399999E-2","-2.266667","12.9666669999999","Yako","BF5402100048",NA,NA,NA,"oui",2020-08-06,4,0,3,"Robin",2020-08-04
"646","id_52057",52056,"BF5402","PZ-205",1836.53102566,"Yako","BF540210",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.00615921646014922,4,-2.26441581754,12.9675219112,"7154","2.40804810139E-3","-2.266667","12.9666669999999","Yako","BF5402100048",NA,NA,NA,"oui",2020-08-06,4,0,3,"Robin",2020-08-04
"647","id_52058",52057,"BF5402","QA-205",2484.71844648,"Yako","BF540210",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.00833305756372735,4,-2.25757020035,12.9635695924,"7154","9.6096668964899996E-3","-2.266667","12.9666669999999","Yako","BF5402100048",NA,NA,NA,"oui",2020-08-06,4,0,3,"Robin",2020-08-04
"648","id_60030",60029,"BF4902","ABF-127",3189.61578124,"Yalgo","BF490207",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.0127144508262016,4,-0.265495596594,13.5840836652,"9037","1.39128869195E-3","-0.26666699999999999","13.583333","Yalgo","BF4902070015",NA,NA,NA,"oui",2020-08-12,4,0,2,"Robin",2020-08-04
"649","id_60105",60104,"BF4902","ABF-126",5044.50003557,"Yalgo","BF490207",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.0201083929990127,8,-0.265495596594,13.5919883026,"9037","8.73421143258E-3","-0.26666699999999999","13.583333","Yalgo","BF4902070015",NA,NA,NA,"oui",2020-08-12,8,0,2,"Robin",2020-08-04
"650","id_60171",60170,"BF4902","ABG-125",1962.84048076,"Yalgo","BF490207",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.0078242774314964,4,-0.258649979163,13.5959406212,"9037","1.4940707295200001E-2","-0.26666699999999999","13.583333","Yalgo","BF4902070015",NA,NA,NA,"oui",2020-08-12,4,0,2,"Robin",2020-08-04
"651","id_38695",38694,"BF13","UL-283",5654.65325888,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.00194511128459827,4,-1.47032422243,12.3509601581999,"4880","1.9762395261600001E-2","-1.451667","12.3444439999999","Yamtenga","BF1300040040",NA,NA,NA,"oui",2020-08-07,4,0,8,"Robin",2020-08-03
"652","id_48917",48916,"BF4903","WY-227",207.780381096,"Korsimoro","BF490305",NA,"NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,0.000474293140470875,4,-1.02535910479,12.7896675597,"6527","1.01837935741E-2","-1.0333330000000001","12.783333000000001","Yaogen","BF4903050020",NA,NA,NA,"oui",2020-07-18,4,0,2,"Robin",NA
"653","id_49380",49379,"BF5402","RL-224",255.026292172,"Arbollé","BF540201","Arbolle","NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.000855287558211611,4,-2.00428236379,12.8173337917999,"6659","4.3339648086900004E-3","-2","12.816667000000001","Yarebila","BF5402010022",NA,NA,NA,"oui",2020-08-02,4,0,3,"Robin",2020-07-31
"654","id_36109",36108,"BF48","AAH-294",1733.88128593,"Pouytenga","BF480307",NA,"NA","NA","Kourittenga","BF4803","Centre-Est","BF48",868756.828704596,0.00199581888583874,4,-0.42979040925,12.2640091423,"4573","4.4287872756100001E-3","-0.43333300000000002","12.266667","Yargo","BF4803070023",NA,NA,NA,"oui",2020-07-19,4,0,8,"Robin",2020-07-19
"655","id_62234",62233,"BF5601","ACD-35",68.6909925446,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.000901048851237891,4,-0.101200783489,14.3113103482999,"10173","2.04211060781E-2","-8.5799999999899998E-2","14.2979","Sirkangou","BF5601020017",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"656","id_62352",62351,"BF5601","ACX-30",194.624478876,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.00255297174516922,4,0.0357115602903,14.3508335368,"10246","1.23433922152E-2","4.7965000000000001E-2","14.352321","Koumego","BF5601020037",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"657","id_62407",62406,"BF5601","ACO-28",2037.83277882,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0267311159200163,4,-0.0258989945429,14.3626904937,"10260","9.9740056211099996E-4","-2.6599999999999999E-2","14.3634","Koireziena","BF5601020045",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,1,"Margot",NA
"658","id_62393",62392,"BF5601","ABW-28",744.152419233,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.00976136255507497,4,-0.149120104259,14.3626904937,"10266","1.07223961409E-2","-0.13880000000000001","14.365600000000001","Saonga","BF5601020047",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"659","id_62448",62447,"BF5601","ADC-27",251.866972663,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.00330384578786527,4,0.0699396460479,14.370595132,"10275","7.7593336927700004E-3","6.3268000000099994E-2","14.3745569999999","Essakan","BF5601020052",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"660","id_62450",62449,"BF5601","ADE-27",675.461426688,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.00886031370383183,12,0.0836308804109,14.370595132,"10275","2.0744717327399999E-2","6.3268000000099994E-2","14.3745569999999","Essakan","BF5601020052",NA,NA,NA,NA,NA,NA,-12,1,"Margot",NA
"661","id_62491",62490,"BF5601","ACW-24",2026.38428006,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.026580941111443,4,0.0288659431588,14.3943090452,"10275","3.9669192146099999E-2","6.3268000000099994E-2","14.3745569999999","Essakan","BF5601020052",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"662","id_62479",62478,"BF5601","ACV-25",950.225396867,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0124645091087913,4,0.0220203258274,14.3903567263,"10337","4.2039609467500003E-2","9.0270000000599992E-3","14.430338000000001","Tiroari","BF5601020070",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"663","id_62490",62489,"BF5601","ACV-24",2198.11176143,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0288335632396493,8,0.0220203258274,14.3982613642,"10337","3.4608338333300001E-2","9.0270000000599992E-3","14.430338000000001","Tiroari","BF5601020070",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"664","id_62506",62505,"BF5601","ACW-23",1831.75980119,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0240279693663525,8,0.0288659431588,14.4022136830999,"10337","3.4417450020400003E-2","9.0270000000599992E-3","14.430338000000001","Tiroari","BF5601020070",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"665","id_62594",62593,"BF5601","ACS-15",1764.13175895,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0231408636845959,4,0.00148347403314,14.4654507862,"10337","3.5913960245000001E-2","9.0270000000599992E-3","14.430338000000001","Tiroari","BF5601020070",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"666","id_62558",62557,"BF5601","ABJ-18",3297.16764214,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0432503448594083,20,-0.238113127519,14.445689191,"10354","4.3038664774799999E-3","-0.23544899999999999","14.442309","Gorom Gorom","BF5601020074",NA,NA,NA,NA,NA,NA,-20,1,"Margot",NA
"667","id_62559",62558,"BF5601","ABK-18",5163.2729396,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0677288386513496,4,-0.231267510587,14.4417368721,"10354","4.2204483281699998E-3","-0.23544899999999999","14.442309","Gorom Gorom","BF5601020074",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"668","id_62569",62568,"BF5601","ABK-17",4693.88449055,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0615716715012865,4,-0.231267510587,14.4496415099999,"10354","8.4410045201600004E-3","-0.23544899999999999","14.442309","Gorom Gorom","BF5601020074",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"669","id_62545",NA,"BF5601","ABJ-19",583.873436629,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.00765891523552077,4,-0.238113127519,14.4377845532,"10354","5.2505422720400003E-3","-0.23544899999999999","14.442309","Gorom Gorom","BF5601020074",NA,"X",NA,NA,NA,NA,-4,1,"Margot",NA
"670","id_62558",NA,"BF5601","ABJ-18",3297.16764214,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0432503448594083,4,-0.238113127519,14.445689191,"10354","4.3038664774799999E-3","-0.23544899999999999","14.442309","Gorom Gorom","BF5601020074",NA,"X",NA,NA,NA,NA,-4,1,"Margot",NA
"671","id_62559",NA,"BF5601","ABK-18",5163.2729396,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0677288386513496,12,-0.231267510587,14.4417368721,"10354","4.2204483281699998E-3","-0.23544899999999999","14.442309","Gorom Gorom","BF5601020074",NA,"X",NA,NA,NA,NA,-12,1,"Margot",NA
"672","id_62569",NA,"BF5601","ABK-17",4693.88449055,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0615716715012865,4,-0.231267510587,14.44964151,"10354","8.4410045201600004E-3","-0.23544899999999999","14.442309","Gorom Gorom","BF5601020074",NA,"X",NA,NA,NA,NA,-4,1,"Margot",NA
"673","id_62547",62546,"BF5601","ABL-19",1522.65033474,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0199732495357912,4,-0.224421893406,14.4377845532,"10358","8.9635237329899996E-3","-0.21859999999999999","14.4445999999999","Kel Iguief","BF5601020075",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"674","id_62548",62547,"BF5601","ABM-19",366.351960238,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0048055938732705,4,-0.217576276274,14.4338322347,"10358","1.0816320098400001E-2","-0.21859999999999999","14.4445999999999","Kel Iguief","BF5601020075",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"675","id_62570",62569,"BF5601","ABL-17",480.836947812,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.00630734195866262,8,-0.224421893406,14.4535938294,"10358","1.07137019724E-2","-0.21859999999999999","14.4445999999999","Kel Iguief","BF5601020075",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"676","id_62570",NA,"BF5601","ABL-17",480.836947812,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.00630734195866262,4,-0.224421893406,14.4535938294,"10358","1.07137019724E-2","-0.21859999999999999","14.444599999999999","Kel Iguief","BF5601020075",NA,"X",NA,NA,NA,NA,-4,1,"Margot",NA
"677","id_62589",62588,"BF5601","ABK-15",206.072977634,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.0027031465537163,4,-0.231267510587,14.4654507862,"10386","9.0408620170800008E-3","-0.23227800000000001","14.474435","Touro","BF5601020082",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"678","id_62635",62634,"BF5601","ABW-9",137.381985089,"Gorom-Gorom","BF560102",NA,"NA","NA","Oudalan","BF5601","Sahel","BF56",76234.4821262798,0.00180209770247316,4,-0.149120104259,14.5128786127,"10394","3.8022520576000002E-2","-0.17499799999999999","14.485021","Gagara","BF5601020084",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"679","id_60037",60036,"BF5602","ABO-127",300.946567357,"Bani","BF560201",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00255913832300595,4,-0.203885041511,13.5801313463,"9030","2.0464873737999999E-2","-0.183479","13.581682000000001","Malori","BF5602010003",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"680","id_60707",60706,"BF5602","ABQ-113",391.230537564,"Bani","BF560201",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00332687981990689,8,-0.190193807148,13.6907962758,"9265","2.9359424326900001E-3","-0.191942","13.693155000000001","Bolare","BF5602010037",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"681","id_60861",60860,"BF5602","ABS-109",150.473283679,"Bani","BF560201",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00127956916150723,4,-0.176502572686,13.7224148274,"9317","4.40177513449E-3","-0.17222199999999999","13.721389","Bani","BF5602010044",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"682","id_60862",NA,"BF5602","ABT-109",767.413746761,"Bani","BF560201",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00652580272367071,4,-0.169656955504,13.7263671463,"9317","5.6001244733200001E-3","-0.17222199999999999","13.721389","Bani","BF5602010044",NA,"X",NA,NA,NA,NA,-4,1,"Margot",NA
"683","id_61205",61204,"BF5602","ACE-101",752.366418393,"Bani","BF560201",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00639784580751914,8,-0.0943551665576,13.78565193,"9421","2.4069163838499998E-3","-9.5000000000000001E-2","13.783333000000001","Gangaol","BF5602010066",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"684","id_61320",61319,"BF5602","ACF-97",195.615268782,"Bani","BF560201",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00166343990995344,4,-0.0875095493762,13.8212228000999,"9468","9.0581430209399991E-3","-7.911E-2","13.8178319999999","Karga","BF5602010074",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"685","id_61646",61645,"BF5602","ADA-77",120.875322632,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00102787904567227,4,0.056248411585,13.9753632389,"9663","4.8877735575800002E-3","6.0129000000099998E-2","13.978335","Koria","BF5602020049",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"686","id_61694",61693,"BF5602","ACO-74",523.793064737,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00445414253123235,4,-0.0258989945429,13.9990771517,"9689","2.9843649467100001E-3","-2.7702000000000001E-2","13.996699","Torodi","BF5602020062",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"687","id_61739",61738,"BF5602","ACP-71",946.856693948,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00805171919107681,4,-0.0190533776112,14.0267433852,"9767","1.7706923025500001E-2","-3.4500000000000003E-2","14.0353999999999","Dori","BF5602020080",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"688","id_61777",61776,"BF5602","ACM-70",2911.08068671,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.0247547536831832,4,-0.0395902286561,14.0306957040999,"9767","6.9311490589500004E-3","-3.4500000000000003E-2","14.0353999999999","Dori","BF5602020080",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"689","id_61778",61777,"BF5602","ACN-70",4824.93996171,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.0410295052396042,8,-0.0327446114746,14.0346480231,"9767","1.90967488112E-3","-3.4500000000000003E-2","14.0353999999999","Dori","BF5602020080",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"690","id_61779",61778,"BF5602","ACO-70",3928.44798553,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.0334060689842639,8,-0.0258989945429,14.0306957040999,"9767","9.8034531864400008E-3","-3.4500000000000003E-2","14.0353999999999","Dori","BF5602020080",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"691","id_61780",61779,"BF5602","ACP-70",1077.80496013,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00916525482386576,8,-0.0190533776112,14.0346480231,"9767","1.54649155348E-2","-3.4500000000000003E-2","14.0353999999999","Dori","BF5602020080",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"692","id_61833",61832,"BF5602","ACO-69",3837.79149355,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.0326351596999587,4,-0.0258989945429,14.038600342,"9767","9.1771174121099992E-3","-3.4500000000000003E-2","14.0353999999999","Dori","BF5602020080",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"693","id_61738",NA,"BF5602","ACO-71",2457.79822684,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.0209002072619122,8,-0.0258989945429,14.0227910663,"9767","1.5263109285700001E-2","-3.4500000000000003E-2","14.035399999999999","Dori","BF5602020080",NA,"X",NA,NA,NA,NA,-8,1,"Margot",NA
"694","id_61779",NA,"BF5602","ACO-70",3928.44798553,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.0334060689842639,8,-0.0258989945429,14.0306957041,"9767","9.8034531864400008E-3","-3.4500000000000003E-2","14.035399999999999","Dori","BF5602020080",NA,"X",NA,NA,NA,NA,-8,1,"Margot",NA
"695","id_61840",61839,"BF5602","ADH-69",382.771855,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.0032549503112842,8,0.104167732305,14.0425526606,"9772","4.6408344575700001E-3","0.106789","14.0387229999999","Katchirga","BF5602020083",NA,NA,NA,NA,NA,NA,-8,1,"Margot",NA
"696","id_61801",61800,"BF5602","ADX-70",40.2917742105,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.000342626348556008,4,0.213697607509,14.0346480231,"9774","5.1943471037599999E-3","0.21160000000000001","14.039400000000001","Tiekol Boka","BF5602020084",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
"697","id_61880",61879,"BF5602","ACH-68",211.531814605,"Dori","BF560202",NA,"NA","NA","Séno","BF5602","Sahel","BF56",117596.835095459,0.00179878832991798,4,-0.0738183149132,14.050457298,"9810","1.54080394344E-2","-8.8122999999900004E-2","14.056183000000001","Ouro Sanboey","BF5602020095",NA,NA,NA,NA,NA,NA,-4,1,"Margot",NA
