"","id_sampl","FID","strata_id","psu_id","population","ADM3_FR","ADM3_PCODE","ADM3_REF","ADM3ALT1FR","ADM3ALT2FR","ADM2_FR","ADM2_PCODE","ADM1_FR","ADM1_PCODE","SumDist","proba","survey_buffer","POINT_X","POINT_Y","NEAR_FID","NEAR_DIST","NEAR_X","NEAR_Y","NEAR_featureNam","NEAR_pcode","Exclude","Include","Check Exclure","Visité (Oui/NON)","Jour visité","enquêtes faites","manque Enquètes?","Equipe","Responsable","Date enquête"
"1","id_51012",51011,"BF5402","OB-212",1487.41709597,"Bagaré","BF540202","Bagare","NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.00498838502187211,4,-2.60669667716,12.9121894459999,"6984","8.0556796691200003E-3","-2.6","12.916667","Bagare","BF5402020039",NA,NA,NA,"oui",2020-08-05,4,0,3,"Robin",2020-08-03
"2","id_57366",57365,"BF5404","PK-162",262.75121648,"Goursi","BF540403",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.00153781510989653,4,-2.36710007506,13.3034690207,"8295","6.6630875967099998E-3","-2.3607680000000002","13.3013949999999","Bagare","BF5404040001",NA,NA,NA,"oui",2020-07-19,4,0,3,"Robin",2020-07-18
"3","id_36953",36952,"BF13","TR-290",4222.86605551,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.00145259913240841,4,-1.60723656646,12.295627693,"4669","6.3427460048299999E-3","-1.6125","12.299167000000001","Bakiensom","BF1300040008",NA,NA,NA,"oui",2020-08-09,4,0,8,"Robin",2020-08-05
"4","id_37221",37220,"BF13","UN-289",4422.22883066,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.00152117677385161,4,-1.45663298857,12.3035323309,"4672","6.9396317362599999E-3","-1.450833","12.2997219999999","Balkouin","BF1300040010",NA,NA,NA,"oui",2020-08-07,4,0,8,"Robin",2020-08-03
"5","id_37222",37221,"BF13","UO-289",4277.23772146,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.00147130212552928,4,-1.44978737114,12.2995800119,"4672","1.05522525108E-3","-1.450833","12.2997219999999","Balkouin","BF1300040010",NA,NA,NA,"oui",2020-08-07,4,0,8,"Robin",2020-08-03
"6","id_55987",55986,"BF4903","WO-175",28.209177433,"Kaya","BF490304",NA,"NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,6.43921205853216e-05,4,-1.0938152768,13.2007087276,"7938","7.8851402261300007E-3","-1.0894010000000001","13.194175","Bangasse","BF4903040061",NA,NA,NA,"oui",2020-08-07,4,0,2,"Robin",2020-07-15
"7","id_57497",57496,"BF4901","UD-161",2229.22587853,"Kongoussi","BF490103",NA,"NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.0105008264090473,4,-1.52508916009,13.315325977,"8363","8.7012316538899997E-3","-1.5293969999999999","13.322886","Bango","BF4901030021",NA,NA,NA,"oui",2020-07-26,4,0,2,"Robin",2020-07-26
"8","id_57622",57621,"BF4901","UC-160",1649.46383686,"Kongoussi","BF490103",NA,"NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.00776984225137812,8,-1.53193477752,13.319278296,"8363","4.4108778259700004E-3","-1.5293969999999999","13.322886","Bango","BF4901030021",NA,NA,NA,"oui",2020-07-26,8,0,2,"Robin",2020-07-26
"9","id_57623",57622,"BF4901","UD-160",3609.22285095,"Kongoussi","BF490103",NA,"NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.0170013379955846,8,-1.52508916009,13.3232306149,"8363","4.3216020350000002E-3","-1.5293969999999999","13.322886","Bango","BF4901030021",NA,NA,NA,"oui",2020-07-26,8,0,2,"Robin",2020-07-26
"10","id_37213",37212,"BF13","UF-289",3642.9016187,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.00125310053911566,4,-1.51139792562,12.3035323309,"4722","3.0856088475600001E-3","-1.5083329999999999","12.303889","Banogo","BF1300040011",NA,NA,NA,"oui",2020-08-09,4,0,8,"Robin",2020-08-04
"11","id_37085",37084,"BF4604","IS-289",1341.48332075,"Dédougou","BF460402","Dedougou","NA","NA","Mouhoun","BF4604","Boucle du Mouhoun","BF46",274865.644058237,0.0048805056206507,4,-3.55823746704,12.2995800119,"4606","1.8303617728200001E-2","-3.5666669999999998","12.283333000000001","Wetina","BF4604020007",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"12","id_39307",39306,"BF4604","IV-280",41.7582356655,"Dédougou","BF460402","Dedougou","NA","NA","Mouhoun","BF4604","Boucle du Mouhoun","BF46",274865.644058237,0.000151922353950691,4,-3.53770061539,12.3746740718999,"5004","9.6980977977599997E-3","-3.5333329999999998","12.383333","Kamandena","BF4604020022",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"13","id_41343",41342,"BF4604","JC-271",52.1977945818,"Dédougou","BF460402","Dedougou","NA","NA","Mouhoun","BF4604","Boucle du Mouhoun","BF46",274865.644058237,0.00018990294243809,4,-3.48978129527,12.4418634939,"5205","2.8206567410100001E-2","-3.516667","12.4333329999999","Souri","BF4604020027",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"14","id_41348",41347,"BF4604","JJ-271",1518.95582233,"Dédougou","BF460402","Dedougou","NA","NA","Mouhoun","BF4604","Boucle du Mouhoun","BF46",274865.644058237,0.00552617562494705,4,-3.4418619752,12.4458158127999,"5206","1.51183343857E-2","-3.4333330000000002","12.4333329999999","Mouindasso","BF4604020028",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"15","id_41209",41208,"BF55","RU-272",527.790094379,"Sourgoubila","BF550204",NA,"NA","NA","Kourwéogo","BF5502","Plateau-Central","BF55",599312.425317534,0.000880659355759829,4,-1.94267180911,12.433958856,"5217","7.3548676073399996E-3","-1.95","12.4333329999999","Bantogodo","BF5502040024",NA,NA,NA,"oui",2020-08-04,4,0,8,"Robin",2020-08-01
"16","id_61185",61184,"BF5403","PZ-101",562.179751181,"Barga","BF540301",NA,"NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.00117091387718347,4,-2.26441581754,13.789604249,"9440","1.0100172305900001E-2","-2.2550219999999999","13.793315","Barga","BF5403010010",NA,NA,"AU CHOIX CT","oui",2020-07-20,4,0,3,"Robin",2020-07-23
"17","id_54958",54957,"BF4903","VD-184",142.5122925,"Mané","BF490306","Mane","NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,0.000325307916026486,4,-1.34710311337,13.133519307,"7755","8.3966459590399996E-3","-1.354616","13.137269","Baskounda","BF4903060070",NA,NA,NA,"oui",2020-07-27,4,0,2,"Robin",2020-07-20
"18","id_55718",55717,"BF5404","PL-177",1052.41662794,"Goursi","BF540403",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.00615952311861391,4,-2.36025445773,13.1888517713,"7935","5.1655855898199996E-3","-2.361936","13.1937359999999","Bassinam","BF5404030024",NA,NA,NA,"oui",2020-07-26,4,0,3,"Robin",2020-07-21
"19","id_55812",55811,"BF5404","PL-176",2289.46775201,"Goursi","BF540403",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.0133996643282137,4,-2.36025445773,13.1967564087,"7935","3.4569427270300002E-3","-2.361936","13.1937359999999","Bassinam","BF5404030024",NA,NA,NA,"oui",2020-07-26,4,0,3,"Robin",2020-07-21
"20","id_43369",43368,"BF4604","JM-260",438.461474487,"Dédougou","BF460402","Dedougou","NA","NA","Mouhoun","BF4604","Boucle du Mouhoun","BF46",274865.644058237,0.00159518471647952,4,-3.42132512351,12.5288145098,"5562","6.48959694014E-3","-3.4166669999999999","12.533333000000001","Zakuy","BF4604020037",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"21","id_39322",39321,"BF4604","KT-280",433.505193418,"Tchériba","BF460407","Tcheriba","NA","NA","Mouhoun","BF4604","Boucle du Mouhoun","BF46",274865.644058237,0.00157715306655841,4,-3.19541975557,12.3746740718999,"5008","9.7956967977799996E-3","-3.2","12.383333","Douroukou","BF4604070027",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"22","id_39798",39797,"BF4604","KU-278",323.40863636,"Tchériba","BF460407","Tcheriba","NA","NA","Mouhoun","BF4604","Boucle du Mouhoun","BF46",274865.644058237,0.00117660625600585,4,-3.18857413839,12.3865310287,"5008","1.1864977922099999E-2","-3.2","12.383333","Douroukou","BF4604070027",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"23","id_55813",55812,"BF5404","PM-176",2612.57812024,"Goursi","BF540403",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.0152907459874537,4,-2.3534088406,13.1928040900999,"7935","8.5779311901599993E-3","-2.361936","13.1937359999999","Bassinam","BF5404030024",NA,NA,NA,"oui",2020-07-26,4,0,3,"Robin",2020-07-21
"24","id_22364",22363,"BF4602","DR-355",110.769699466,"Kouka","BF460202",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.000618613647119719,4,-4.45501331956,11.781826232,"2786","1.8242481368799999E-2","-4.4580719999999996","11.763842","Diontala","BF4602020001",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"25","id_55814",55813,"BF5404","PN-176",2271.0043024,"Goursi","BF540403",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.0132916025191327,4,-2.34656322341,13.1967564087,"7935","1.5666688500300001E-2","-2.361936","13.1937359999999","Bassinam","BF5404030024",NA,NA,NA,"oui",2020-07-26,4,0,3,"Robin",2020-07-21
"26","id_24214",24213,"BF4602","DX-347",598.156377117,"Kouka","BF460202",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00334051369444983,4,-4.41393961662,11.8450633351,"2968","3.4656337263500002E-3","-4.4167480000000001","11.847094","Kouroumani","BF4602020005",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"27","id_25133",25132,"BF4602","ET-343",598.156377117,"Kouka","BF460202",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00334051369444983,8,-4.26333603848,11.8766818867,"3047","4.6422244528300001E-4","-4.2634379999999998","11.876229","Diakoumafindougou","BF4602020006",NA,NA,NA,NA,NA,NA,-8,5,"Alberto",NA
"28","id_55920",55919,"BF5404","PK-175",2234.07740317,"Goursi","BF540403",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.0130754789009121,4,-2.36710007506,13.2007087276,"7935","8.6767852198200001E-3","-2.361936","13.1937359999999","Bassinam","BF5404030024",NA,NA,NA,"oui",2020-07-26,4,0,3,"Robin",2020-07-21
"29","id_45749",45748,"BF55","ZD-247",206.77852776,"Kogho","BF550102",NA,"NA","NA","Ganzourgou","BF5501","Plateau-Central","BF55",599312.425317534,0.000345026265141162,4,-0.635158924894,12.6355271213,"5946","2.8544999404400001E-3","-0.63333300000000003","12.633333","Bassomkoukouri","BF4902020026",NA,NA,"AU CHOIX CT","oui",2020-07-24,4,0,8,"Robin",2020-07-24
"30","id_10007",NA,"BF48","ZH-430",325.001379782,"Zabré","BF480111","Zabre","NA","NA","Boulgou","BF4801","Centre-Est","BF48",868756.828704596,0.000374099367099779,4,-0.607776455769,11.188978393,"1849","2.0111843415999999E-2","-0.58777800000000002","11.191110999999999","Beka","BF4801110038",NA,"X",NA,NA,NA,NA,-4,8,"Alberto",NA
"31","id_29128",29127,"BF5202","AEP-322",1312.62371867,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00568993946977165,4,0.336918716576,12.0426792823,"3687","2.42542359746E-2","0.33333299999999999","12.066667000000001","Gomwadini","BF5202030024",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-08-03
"32","id_61104",61103,"BF4902","ZN-103",938.647588998,"Bouroum","BF490203",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.00374163831381851,4,-0.566702753279,13.7737949727999,"9372","1.7448064075200002E-2","-0.57084199999999996","13.756845","Belogo","BF4902030027",NA,NA,"EXCLURE",NA,NA,NA,-4,2,"Robin",NA
"33","id_40122",40121,"BF13","UO-277",6742.08657789,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.00231917114701916,4,-1.44978737114,12.3944356662,"5065","4.9428786631700002E-3","-1.4544440000000001","12.392778","Bendogo","BF1300040059",NA,NA,NA,"oui",2020-08-07,4,0,8,"Robin",2020-08-03
"34","id_53351",53350,"BF4903","WQ-197",407.614070406,"Boussouma","BF490302",NA,"NA","NA","Sanmatenga","BF4903","Centre-Nord","BF49",438084.305604161,0.000930446640501902,4,-1.08012404249,13.0268066949999,"7418","1.35455557301E-2","-1.0867340000000001","13.0386299999999","Beotenga","BF4903020088",NA,NA,NA,"oui",2020-08-07,4,0,2,"Robin",NA
"35","id_57914",57913,"BF4901","VA-157",469.050639017,"Nasséré","BF490104","Nassere","NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.0022094752195404,4,-1.36763996466,13.3429922096,"8423","5.2193397898899997E-3","-1.372158","13.340379","Biliga","BF4901040010",NA,NA,"EXCLURE",NA,2020-08-07,NA,-4,2,"Robin",NA
"36","id_55961",55960,"BF4901","UC-175",1120.99355071,"Sabsé","BF490107","Sabse","NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.00528046924048339,4,-1.53193477752,13.2007087276,"7939","7.5094222180300003E-3","-1.5278430000000001","13.194412","Bissiguen","BF4901070015",NA,NA,NA,"oui",2020-07-23,4,0,2,"Robin",NA
"37","id_39641",39640,"BF13","TR-279",5020.31715612,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.00172690969818465,4,-1.60723656646,12.3825787097,"5068","1.15289908327E-2","-1.6038889999999999","12.393611","Bissiguen","BF1300040061",NA,NA,NA,"oui",2020-08-05,4,0,8,"Robin",2020-08-01
"38","id_57711",57710,"BF5403","RV-159",565.726149597,"Kossouka","BF540304",NA,"NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.00117830035296919,4,-1.93582619178,13.3311352527999,"8397","6.6466873551899999E-3","-1.94242","13.331972","Bissigui","BF5403040003",NA,NA,NA,"oui",2020-07-16,4,0,3,"Robin",2020-07-16
"39","id_58276",58275,"BF5403","ON-152",120.028681457,"Zogoré","BF540313","Zogore","NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.000249996995592228,4,-2.52454927088,13.386467718,"8556","8.5919882881500004E-3","-2.527514","13.394532","Bo","BF5403130007",NA,NA,NA,"oui",2020-07-30,4,0,3,"Robin",2020-07-30
"40","id_58355",58354,"BF5403","ON-151",377.232998866,"Zogoré","BF540313","Zogore","NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.000785704843292238,4,-2.52454927088,13.3943723559,"8556","2.9690242472699998E-3","-2.527514","13.394532","Bo","BF5403130007",NA,NA,NA,"oui",2020-07-30,4,0,3,"Robin",2020-07-30
"41","id_50449",50448,"BF4902","YT-217",3852.8006774,"Boala","BF490201",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.0153580393739193,4,-0.703615096909,12.872666257,"6902","1.12626964353E-2","-0.7","12.883333","Boala","BF4902010002",NA,NA,NA,"oui",2020-07-19,4,0,2,"Robin",2020-07-30
"42","id_50449",NA,"BF4902","YT-217",3852.8006774,"Boala","BF490201",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.0153580393739193,4,-0.703615096909,12.872666257,"6902","1.12626964353E-2","-0.7","12.883333","Boala","BF4902010002",NA,"X",NA,"oui",2020-07-19,4,0,2,"Robin",2020-07-30
"43","id_50584",NA,"BF4902","YU-216",2068.74519131,"Boala","BF490201",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.00824643493475141,4,-0.696769479478,12.876618576,"6902","7.4511578078100002E-3","-0.7","12.883333","Boala","BF4902010002",NA,"X",NA,"oui",2020-07-19,4,0,2,"Robin",2020-07-30
"44","id_27552",27551,"BF48","ABX-330",292.599825226,"Gounguen","BF480304",NA,"NA","NA","Kourittenga","BF4803","Centre-Est","BF48",868756.828704596,0.000336802906818351,4,-0.142274486928,11.9794421791999,"3424","4.45048534047E-2","-0.16666700000000001","12.016667","Boken","BF4803040003",NA,NA,NA,"oui",2020-07-18,4,0,8,"Robin",2020-07-18
"45","id_52931",52930,"BF5402","SP-200",1272.25038236,"Boken","BF540204",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.00426677545164083,4,-1.79891384775,13.0070451011999,"7316","8.6948135560099993E-3","-1.790278","13.008056","Bokin","BF5402040035",NA,NA,NA,"oui",2020-08-08,4,0,3,"Robin",2020-08-06
"46","id_42251",42250,"BF55","UR-267",1106.34143802,"Loumbila","BF550303",NA,"NA","NA","Oubritenga","BF5503","Plateau-Central","BF55",599312.425317534,0.00184601785526777,4,-1.4292505195,12.477434364,"5378","1.05896692684E-2","-1.4205559999999999","12.471389","Boswende","BF5503030001",NA,NA,NA,"oui",2020-07-30,4,0,8,"Robin",2020-07-30
"47","id_42428",42427,"BF55","US-266",553.170719009,"Loumbila","BF550303",NA,"NA","NA","Oubritenga","BF5503","Plateau-Central","BF55",599312.425317534,0.000923008927632217,4,-1.42240490256,12.4813866833,"5378","1.01672077304E-2","-1.4205559999999999","12.471389","Boswende","BF5503030001",NA,NA,NA,"oui",2020-07-30,4,0,8,"Robin",2020-07-30
"48","id_56444",56443,"BF5403","SF-171",1005.21532504,"Rambo","BF540309",NA,"NA","NA","Yatenga","BF5403","Nord","BF54",480120.495738996,0.00209367301325636,8,-1.86737001976,13.236279599,"8088","5.1866630131799998E-3","-1.8662780000000001","13.241350000000001","Bouga","BF5403090014",NA,NA,NA,"oui",2020-07-17,8,0,3,"Robin",2020-07-17
"49","id_16192",16191,"BF48","ZT-392",918.802503012,"Bagré","BF480101","Bagre","NA","NA","Boulgou","BF4801","Centre-Est","BF48",868756.828704596,0.00105760607877123,4,-0.525629049691,11.4893546313999,"2334","2.7751973991999999E-2","-0.5","11.5","Boulgou","BF4801010001",NA,NA,NA,"oui",2020-07-17,4,0,8,"Robin",2020-07-16
"50","id_58574",58573,"BF5404","OY-148",605.124013711,"Lèba","BF540404","Leba","NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.00354163479854657,4,-2.44924748144,13.4141339506,"8604","4.2392111483899996E-3","-2.4512339999999999","13.410389","Bouloulou","BF5404040014",NA,NA,NA,"oui",2020-07-28,4,0,3,"Robin",2020-07-26
"51","id_59937",59936,"BF4901","TV-128",45.6094776223,"Bourzanga","BF490101",NA,"NA","NA","Bam","BF4901","Centre-Nord","BF49",212290.518069069,0.000214844629129696,4,-1.57985409764,13.5761790273,"9088","3.2812615673999998E-2","-1.5620510000000001","13.603742","Boulounga","BF4901010005",NA,NA,"EXCLURE",NA,NA,NA,-4,2,"Robin",2020-07-20
"52","id_46281",NA,"BF4902","ZL-244",385.986585151,"Boulsa","BF490202",NA,"NA","NA","Namentenga","BF4902","Centre-Nord","BF49",250865.399130486,0.00153862025807007,4,-0.580393987592,12.6592410349,"6113","9.4346760191000006E-3","-0.57583300000000004","12.6675","Boulsa","BF4902020035",NA,NA,NA,"oui",2020-08-05,4,0,2,"Robin",NA
"53","id_41889",41888,"BF13","UK-269",253.734441103,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,8.7280634565104e-05,4,-1.47716983987,12.4576727688,"5370","1.1570003408100001E-2","-1.4816670000000001","12.4683329999999","Bour Yiri","BF1300040095",NA,NA,NA,"oui",2020-08-06,4,0,8,"Robin",2020-08-02
"54","id_42072",42071,"BF13","UI-268",416.849438956,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.000143389613928754,4,-1.49086107433,12.4655774067,"5370","9.5981403073200008E-3","-1.4816670000000001","12.4683329999999","Bour Yiri","BF1300040095",NA,NA,NA,"oui",2020-08-06,4,0,8,"Robin",2020-08-02
"55","id_48850",48849,"BF5402","RK-227",142.814723616,"Arbollé","BF540201","Arbolle","NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.000478961032597429,4,-2.01112798112,12.7896675597,"6514","1.28046323868E-2","-2","12.783333000000001","Boura","BF5402010016",NA,NA,NA,"oui",2020-08-02,4,0,3,"Robin",2020-08-04
"56","id_52206",52205,"BF5402","PR-204",672.194362334,"Yako","BF540210",NA,"NA","NA","Passoré","BF5402","Nord","BF54",298176.080925642,0.00225435373705119,4,-2.31918075484,12.9754265487,"7211","8.2964411408999999E-3","-2.3166669999999998","12.983333","Boura","BF5402100050",NA,NA,NA,"oui",2020-08-06,4,0,3,"Robin",2020-07-31
"57","id_29548",29547,"BF5202","AEP-320",707.358337281,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.0030662451587004,4,0.336918716576,12.0584885576,"3687","8.9299654778799992E-3","0.33333299999999999","12.066667000000001","Gomwadini","BF5202030024",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-08-03
"58","id_25474",25473,"BF4602","EI-341",830.772745996,"Kouka","BF460202",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00463960235340347,4,-4.33863782742,11.8885388437999,"3089","9.7168223299400006E-3","-4.3378540000000001","11.898224000000001","Kouka","BF4602020008",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"59","id_37073",37072,"BF5202","AFP-290",14.2626215675,"Yamba","BF520206",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,6.18253748161449e-05,4,0.514904764194,12.295627693,"4640","1.2420344202499999E-2","0.51666699999999999","12.283333000000001","Ibounini","BF5202060028",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-08-02
"60","id_25830",25829,"BF4602","EI-339",2104.62428986,"Kouka","BF460202",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.0117536592953082,8,-4.33863782742,11.9043481193,"3089","6.1740766327700002E-3","-4.3378540000000001","11.898224000000001","Kouka","BF4602020008",NA,NA,NA,NA,NA,NA,-8,5,"Alberto",NA
"61","id_28555",28554,"BF4602","EL-324",432.001827918,"Kouka","BF460202",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00241259322377025,4,-4.31810097553,12.0268700055999,"3457","4.91492271759E-3","-4.3132000000000001","12.0265","Kouatou","BF4602020018",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"62","id_33079",33078,"BF5202","AEO-305",116.677663881,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.000505772397309664,4,0.330073099394,12.1731058057,"4089","2.6713325466400002E-2","0.31666699999999998","12.15","Komadougou","BF5202030044",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-08-02
"63","id_29591",29590,"BF4602","EQ-319",66.4618196797,"Kouka","BF460202",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00037116818827239,4,-4.28387289017,12.0624408761,"3562","1.4852625121199999E-2","-4.2869000000000002","12.0479","Mamouana","BF4602020020",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"64","id_28349",28348,"BF4602","EX-325",73.1865668462,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.000408723768820872,4,-4.2359535694,12.0189653678,"3297","3.7991398934100001E-2","-4.2249379999999999","11.982606000000001","Dui","BF4602050001",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"65","id_27419",27418,"BF4602","FS-330",198.649252868,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00110939308679807,4,-4.09219560844,11.9754898603,"3473","7.0979671725600005E-2","-4.1333330000000004","12.033333000000001","Bin","BF4602050004",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"66","id_29182",29181,"BF4602","FJ-321",554.126863264,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00309462282107184,4,-4.15380616327,12.0505839201999,"3473","2.6772087378299999E-2","-4.1333330000000004","12.033333000000001","Bin","BF4602050004",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"67","id_29183",29182,"BF4602","FK-321",2394.24625825,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.0133711061514019,4,-4.14696054614,12.0466316013,"3473","1.90410821523E-2","-4.1333330000000004","12.033333000000001","Bin","BF4602050004",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"68","id_28974",28973,"BF4602","FA-322",115.007462187,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.000642280208147723,4,-4.21541671816,12.0387269634,"3702","4.6513922755300002E-2","-4.1843000000000004","12.0733","Bena","BF4602050007",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"69","id_30506",30505,"BF4602","EI-315",345.022386561,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00192684062444317,4,-4.33863782742,12.0940594277,"3864","1.6450472425500001E-2","-4.3342000000000001","12.1099","Toukouro","BF4602050009",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"70","id_32297",32296,"BF4602","GZ-307",250.925372044,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00140133863595664,4,-3.86629024115,12.1612488498,"4117","5.4312336822900003E-3","-3.8666670000000001","12.166667","Montionkui","BF4602050012",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"71","id_32556",32555,"BF4602","HB-306",135.917909857,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.000759058427808915,4,-3.85259900639,12.1691534871,"4117","1.4286044328399999E-2","-3.8666670000000001","12.166667","Montionkui","BF4602050012",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"72","id_33100",33099,"BF4602","FV-304",1348.72387474,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00753219516828647,8,-4.071658757,12.184962763,"4154","1.12497797039E-2","-4.0793999999999997","12.1768","Solenzo","BF4602050013",NA,NA,NA,NA,NA,NA,-8,5,"Alberto",NA
"73","id_24882",24881,"BF5205","AMG-345",3310.63281777,"Namouno","BF520505",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0262396297676049,4,1.69919653859,11.8569202919,"3014","3.63582805435E-3","1.6991670000000001","11.860556000000001","Namounou","BF5205050001",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-20
"74","id_25082",25081,"BF5205","AMF-344",297.84239883,"Namouno","BF520505",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.00236065873341363,4,1.69235092141,11.8687772488,"3014","1.06793192072E-2","1.6991670000000001","11.860556000000001","Namounou","BF5205050001",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-20
